ip,channel,strength,ssid,time,lat,lon,elat,elon,beacon
B8:D9:4D:7C:BB:2D,6,-100,KabelBox-BB28,1674268115,52.465292016,13.42369736,20.907,53.51,2708
54:67:51:4E:09:A1,6,-98,KabelBox-501C,1674268115,52.465292016,13.42369736,20.907,53.51,4568
58:90:43:69:22:15,1,-94,KabelBox-2210,1674268119,52.465292016,13.42369736,20.907,53.51,3612
D8:7D:7F:21:F2:A5,1,-96,KabelBox-F2A0,1674268119,52.465292016,13.42369736,20.907,53.51,4272
54:67:51:BA:CB:CE,1,-94,KabelBox-CCF0,1674268119,52.465292016,13.42369736,20.907,53.51,3996
54:67:51:A0:C3:4E,6,-84,KabelBox-C1A8,1674268119,52.465292016,13.42369736,20.907,53.51,2068
D8:7D:7F:21:5D:75,6,-94,KabelBox-5D70,1674268119,52.465292016,13.42369736,20.907,53.51,2072
54:67:51:B8:B2:F0,11,-82,2Girls1Router,1674268119,52.465292016,13.42369736,20.907,53.51,432
54:67:51:A1:D5:6A,11,-96,KabelBox-CC34,1674268119,52.465292016,13.42369736,20.907,53.51,400
54:67:51:7E:34:E6,6,-94,KabelBox-2698,1674268119,52.465292016,13.42369736,20.907,53.51,2096
54:67:51:7F:8F:65,6,-96,KabelBox-F76C,1674268119,52.465292016,13.42369736,20.907,53.51,2328
54:67:51:4B:54:2C,6,-96,KabelBox-E730,1674268119,52.465292016,13.42369736,20.907,53.51,2056
B8:D9:4D:7C:BB:2D,6,-100,KabelBox-BB28,1674268119,52.465292016,13.42369736,20.907,53.51,2844
58:90:43:69:22:15,1,-90,KabelBox-2210,1674268124,52.465292016,13.42369736,20.907,53.51,3980
D8:7D:7F:21:F2:A5,1,-100,KabelBox-F2A0,1674268124,52.465292016,13.42369736,20.907,53.51,3976
54:67:51:BA:CB:CE,1,-94,KabelBox-CCF0,1674268124,52.465292016,13.42369736,20.907,53.51,3904
54:67:51:A0:C3:4E,6,-84,KabelBox-C1A8,1674268124,52.465292016,13.42369736,20.907,53.51,2076
D8:7D:7F:21:5D:75,6,-96,KabelBox-5D70,1674268124,52.465292016,13.42369736,20.907,53.51,2184
54:67:51:B8:B2:F0,11,-82,2Girls1Router,1674268124,52.465292016,13.42369736,20.907,53.51,440
54:67:51:A1:D5:6A,11,-88,KabelBox-CC34,1674268124,52.465292016,13.42369736,20.907,53.51,408
54:67:51:7E:34:E6,6,-96,KabelBox-2698,1674268124,52.465292016,13.42369736,20.907,53.51,2108
54:67:51:7F:8F:65,6,-94,KabelBox-F76C,1674268124,52.465292016,13.42369736,20.907,53.51,2544
54:67:51:4B:54:2C,6,-94,KabelBox-E730,1674268124,52.465292016,13.42369736,20.907,53.51,2064
54:67:51:E8:7A:93,6,-100,KabelBox-F080,1674268124,52.465292016,13.42369736,20.907,53.51,2684
54:67:51:4E:09:A1,6,-98,KabelBox-501C,1674268124,52.465292016,13.42369736,20.907,53.51,2780
58:90:43:69:22:15,1,-90,KabelBox-2210,1674268129,52.465292016,13.42369736,20.907,53.51,3836
D8:7D:7F:21:F2:A5,1,-96,KabelBox-F2A0,1674268129,52.465292016,13.42369736,20.907,53.51,3676
54:67:51:BA:CB:CE,1,-94,KabelBox-CCF0,1674268129,52.465292016,13.42369736,20.907,53.51,3604
54:67:51:A0:C3:4E,6,-84,KabelBox-C1A8,1674268129,52.465292016,13.42369736,20.907,53.51,2084
D8:7D:7F:21:5D:75,6,-96,KabelBox-5D70,1674268129,52.465292016,13.42369736,20.907,53.51,2092
54:67:51:B8:B2:F0,11,-84,2Girls1Router,1674268129,52.465292016,13.42369736,20.907,53.51,452
54:67:51:A1:D5:6A,11,-88,KabelBox-CC34,1674268129,52.465292016,13.42369736,20.907,53.51,416
54:67:51:7E:34:E6,6,-96,KabelBox-2698,1674268129,52.465292016,13.42369736,20.907,53.51,2116
54:67:51:7F:8F:65,6,-96,KabelBox-F76C,1674268129,52.465292016,13.42369736,20.907,53.51,2348
54:67:51:4B:54:2C,6,-94,KabelBox-E730,1674268129,52.465292016,13.42369736,20.907,53.51,2076
54:67:51:E8:7A:93,6,-98,KabelBox-F080,1674268129,52.465292016,13.42369736,20.907,53.51,2692
DC:53:7C:F6:76:AE,11,-100,KabelBox-E8B5,1674268129,52.465292016,13.42369736,20.907,53.51,1408
58:90:43:69:22:15,1,-96,KabelBox-2210,1674268134,52.465292016,13.42369736,20.907,53.51,3980
D8:7D:7F:21:F2:A5,1,-94,KabelBox-F2A0,1674268134,52.465292016,13.42369736,20.907,53.51,3948
54:67:51:BA:CB:CE,1,-96,KabelBox-CCF0,1674268134,52.465292016,13.42369736,20.907,53.51,3616
54:67:51:A0:C3:4E,6,-84,KabelBox-C1A8,1674268134,52.465292016,13.42369736,20.907,53.51,2096
D8:7D:7F:21:5D:75,6,-100,KabelBox-5D70,1674268134,52.465292016,13.42369736,20.907,53.51,2104
54:67:51:B8:B2:F0,11,-84,2Girls1Router,1674268134,52.465292016,13.42369736,20.907,53.51,356
54:67:51:A1:D5:6A,11,-96,KabelBox-CC34,1674268134,52.465292016,13.42369736,20.907,53.51,428
54:67:51:7E:34:E6,6,-94,KabelBox-2698,1674268134,52.465292016,13.42369736,20.907,53.51,2124
54:67:51:7F:8F:65,6,-96,KabelBox-F76C,1674268134,52.465292016,13.42369736,20.907,53.51,2460
54:67:51:4B:54:2C,6,-94,KabelBox-E730,1674268134,52.465292016,13.42369736,20.907,53.51,2084
DC:53:7C:F4:96:45,1,-102,KabelBox-0665,1674268134,52.465292016,13.42369736,20.907,53.51,4184
54:67:51:E8:7A:93,6,-98,KabelBox-F080,1674268134,52.465292016,13.42369736,20.907,53.51,2700
54:67:51:4E:09:A1,6,-98,KabelBox-501C,1674268134,52.465292016,13.42369736,20.907,53.51,2744
58:90:43:69:22:15,1,-92,KabelBox-2210,1674268138,52.465292016,13.42369736,20.907,53.51,3972
D8:7D:7F:21:F2:A5,1,-96,KabelBox-F2A0,1674268138,52.465292016,13.42369736,20.907,53.51,3584
54:67:51:BA:CB:CE,1,-96,KabelBox-CCF0,1674268138,52.465292016,13.42369736,20.907,53.51,3660
54:67:51:A0:C3:4E,6,-80,KabelBox-C1A8,1674268138,52.465292016,13.42369736,20.907,53.51,2040
D8:7D:7F:21:5D:75,6,-96,KabelBox-5D70,1674268138,52.465292016,13.42369736,20.907,53.51,2044
54:67:51:B8:B2:F0,11,-82,2Girls1Router,1674268138,52.465292016,13.42369736,20.907,53.51,404
54:67:51:A1:D5:6A,11,-88,KabelBox-CC34,1674268138,52.465292016,13.42369736,20.907,53.51,472
54:67:51:7E:34:E6,6,-94,KabelBox-2698,1674268138,52.465292016,13.42369736,20.907,53.51,2068
54:67:51:7F:8F:65,6,-94,KabelBox-F76C,1674268138,52.465292016,13.42369736,20.907,53.51,2504
54:67:51:4B:54:2C,6,-94,KabelBox-E730,1674268138,52.465292016,13.42369736,20.907,53.51,2128
54:67:51:E8:7A:93,6,-100,KabelBox-F080,1674268138,52.465292016,13.42369736,20.907,53.51,2644
54:67:51:4E:09:A1,6,-98,KabelBox-501C,1674268138,52.465292016,13.42369736,20.907,53.51,4564
58:90:43:69:22:15,1,-92,KabelBox-2210,1674268143,52.465292016,13.42369736,20.907,53.51,3616
D8:7D:7F:21:F2:A5,1,-96,KabelBox-F2A0,1674268143,52.465292016,13.42369736,20.907,53.51,4028
54:67:51:BA:CB:CE,1,-96,KabelBox-CCF0,1674268143,52.465292016,13.42369736,20.907,53.51,3900
54:67:51:A0:C3:4E,6,-80,KabelBox-C1A8,1674268143,52.465292016,13.42369736,20.907,53.51,2072
D8:7D:7F:21:5D:75,6,-98,KabelBox-5D70,1674268143,52.465292016,13.42369736,20.907,53.51,2080
54:67:51:B8:B2:F0,11,-84,2Girls1Router,1674268143,52.465292016,13.42369736,20.907,53.51,436
54:67:51:A1:D5:6A,11,-90,KabelBox-CC34,1674268143,52.465292016,13.42369736,20.907,53.51,404
54:67:51:7E:34:E6,6,-94,KabelBox-2698,1674268143,52.465292016,13.42369736,20.907,53.51,2104
54:67:51:7F:8F:65,6,-94,KabelBox-F76C,1674268143,52.465292016,13.42369736,20.907,53.51,2332
54:67:51:4B:54:2C,6,-94,KabelBox-E730,1674268143,52.465292016,13.42369736,20.907,53.51,2264
DC:53:7C:F4:96:45,1,-102,KabelBox-0665,1674268143,52.465292016,13.42369736,20.907,53.51,4264
54:67:51:E8:7A:93,6,-98,KabelBox-F080,1674268143,52.465292016,13.42369736,20.907,53.51,2680
B8:D9:4D:7C:BB:2D,6,-100,KabelBox-BB28,1674268143,52.465292016,13.42369736,20.907,53.51,2644
58:90:43:69:22:15,1,-92,KabelBox-2210,1674268148,52.465292016,13.42369736,20.907,53.51,3736
D8:7D:7F:21:F2:A5,1,-96,KabelBox-F2A0,1674268148,52.465292016,13.42369736,20.907,53.51,3668
54:67:51:BA:CB:CE,1,-96,KabelBox-CCF0,1674268148,52.465292016,13.42369736,20.907,53.51,3916
54:67:51:A0:C3:4E,6,-78,KabelBox-C1A8,1674268148,52.465292016,13.42369736,20.907,53.51,2088
D8:7D:7F:21:5D:75,6,-96,KabelBox-5D70,1674268148,52.465292016,13.42369736,20.907,53.51,2096
54:67:51:B8:B2:F0,11,-84,2Girls1Router,1674268148,52.465292016,13.42369736,20.907,53.51,352
54:67:51:A1:D5:6A,11,-96,KabelBox-CC34,1674268148,52.465292016,13.42369736,20.907,53.51,424
54:67:51:7E:34:E6,6,-94,KabelBox-2698,1674268148,52.465292016,13.42369736,20.907,53.51,2224
54:67:51:7F:8F:65,6,-96,KabelBox-F76C,1674268148,52.465292016,13.42369736,20.907,53.51,2044
54:67:51:4B:54:2C,6,-94,KabelBox-E730,1674268148,52.465292016,13.42369736,20.907,53.51,2080
54:67:51:E8:7A:93,6,-98,KabelBox-F080,1674268148,52.465292016,13.42369736,20.907,53.51,2696
B8:D9:4D:7C:BB:2D,6,-100,KabelBox-BB28,1674268148,52.465292016,13.42369736,20.907,53.51,2660
DC:53:7C:F6:76:AE,11,-100,KabelBox-E8B5,1674268148,52.465292016,13.42369736,20.907,53.51,1208
54:67:51:4E:09:A1,6,-100,KabelBox-501C,1674268148,52.465292016,13.42369736,20.907,53.51,2740
58:90:43:69:22:15,1,-92,KabelBox-2210,1674268153,52.465292016,13.42369736,20.907,53.51,3972
D8:7D:7F:21:F2:A5,1,-94,KabelBox-F2A0,1674268153,52.465292016,13.42369736,20.907,53.51,3672
54:67:51:BA:CB:CE,1,-94,KabelBox-CCF0,1674268153,52.465292016,13.42369736,20.907,53.51,3632
54:67:51:A0:C3:4E,6,-84,KabelBox-C1A8,1674268153,52.465292016,13.42369736,20.907,53.51,2112
D8:7D:7F:21:5D:75,6,-94,KabelBox-5D70,1674268153,52.465292016,13.42369736,20.907,53.51,2120
54:67:51:B8:B2:F0,11,-82,2Girls1Router,1674268153,52.465292016,13.42369736,20.907,53.51,372
54:67:51:A1:D5:6A,11,-96,KabelBox-CC34,1674268153,52.465292016,13.42369736,20.907,53.51,444
54:67:51:7E:34:E6,6,-94,KabelBox-2698,1674268153,52.465292016,13.42369736,20.907,53.51,2040
54:67:51:7F:8F:65,6,-96,KabelBox-F76C,1674268153,52.465292016,13.42369736,20.907,53.51,2372
54:67:51:4B:54:2C,6,-94,KabelBox-E730,1674268153,52.465292016,13.42369736,20.907,53.51,2100
DC:53:7C:F4:96:45,1,-102,KabelBox-0665,1674268153,52.465292016,13.42369736,20.907,53.51,4204
54:67:51:E8:7A:93,6,-98,KabelBox-F080,1674268153,52.465292016,13.42369736,20.907,53.51,2716
DC:53:7C:F6:76:AE,11,-100,KabelBox-E8B5,1674268153,52.465292016,13.42369736,20.907,53.51,1332
54:67:51:4E:09:A1,6,-100,KabelBox-501C,1674268153,52.465292016,13.42369736,20.907,53.51,4568
58:90:43:69:22:15,1,-94,KabelBox-2210,1674268157,52.465292016,13.42369736,20.907,53.51,3572
D8:7D:7F:21:F2:A5,1,-96,KabelBox-F2A0,1674268157,52.465292016,13.42369736,20.907,53.51,3984
54:67:51:BA:CB:CE,1,-96,KabelBox-CCF0,1674268157,52.465292016,13.42369736,20.907,53.51,3548
54:67:51:A0:C3:4E,6,-84,KabelBox-C1A8,1674268157,52.465292016,13.42369736,20.907,53.51,2028
D8:7D:7F:21:5D:75,6,-98,KabelBox-5D70,1674268157,52.465292016,13.42369736,20.907,53.51,2036
54:67:51:B8:B2:F0,11,-84,2Girls1Router,1674268157,52.465292016,13.42369736,20.907,53.51,292
54:67:51:A1:D5:6A,11,-96,KabelBox-CC34,1674268157,52.465292016,13.42369736,20.907,53.51,360
54:67:51:7E:34:E6,6,-94,KabelBox-2698,1674268157,52.465292016,13.42369736,20.907,53.51,1956
54:67:51:7F:8F:65,6,-100,KabelBox-F76C,1674268157,52.465292016,13.42369736,20.907,53.51,2392
54:67:51:4B:54:2C,6,-94,KabelBox-E730,1674268157,52.465292016,13.42369736,20.907,53.51,2016
DC:53:7C:F4:96:45,1,-102,KabelBox-0665,1674268157,52.465292016,13.42369736,20.907,53.51,4120
54:67:51:E8:7A:93,6,-98,KabelBox-F080,1674268157,52.465292016,13.42369736,20.907,53.51,2636
58:90:43:69:22:15,1,-94,KabelBox-2210,1674268167,52.465292016,13.42369736,20.907,53.51,3568
D8:7D:7F:21:F2:A5,1,-94,KabelBox-F2A0,1674268167,52.465292016,13.42369736,20.907,53.51,3856
54:67:51:BA:CB:CE,1,-96,KabelBox-CCF0,1674268167,52.465292016,13.42369736,20.907,53.51,3748
54:67:51:A0:C3:4E,6,-84,KabelBox-C1A8,1674268167,52.465292016,13.42369736,20.907,53.51,2024
D8:7D:7F:21:5D:75,6,-94,KabelBox-5D70,1674268167,52.465292016,13.42369736,20.907,53.51,2132
54:67:51:B8:B2:F0,11,-84,2Girls1Router,1674268167,52.465292016,13.42369736,20.907,53.51,288
54:67:51:A1:D5:6A,11,-96,KabelBox-CC34,1674268167,52.465292016,13.42369736,20.907,53.51,356
54:67:51:7E:34:E6,6,-94,KabelBox-2698,1674268167,52.465292016,13.42369736,20.907,53.51,1952
54:67:51:7F:8F:65,6,-96,KabelBox-F76C,1674268167,52.465292016,13.42369736,20.907,53.51,2388
54:67:51:4B:54:2C,6,-94,KabelBox-E730,1674268167,52.465292016,13.42369736,20.907,53.51,2012
54:67:51:E8:7A:93,6,-98,KabelBox-F080,1674268167,52.465292016,13.42369736,20.907,53.51,2632
54:67:51:4E:09:A1,6,-100,KabelBox-501C,1674268167,52.465292016,13.42369736,20.907,53.51,2516
58:90:43:69:22:15,1,-94,KabelBox-2210,1674268171,52.465292016,13.42369736,20.907,53.51,3660
D8:7D:7F:21:F2:A5,1,-94,KabelBox-F2A0,1674268171,52.465292016,13.42369736,20.907,53.51,3980
54:67:51:BA:CB:CE,1,-94,KabelBox-CCF0,1674268171,52.465292016,13.42369736,20.907,53.51,3852
54:67:51:A0:C3:4E,6,-86,KabelBox-C1A8,1674268171,52.465292016,13.42369736,20.907,53.51,2028
D8:7D:7F:21:5D:75,6,-94,KabelBox-5D70,1674268171,52.465292016,13.42369736,20.907,53.51,2144
54:67:51:B8:B2:F0,11,-82,2Girls1Router,1674268171,52.465292016,13.42369736,20.907,53.51,392
54:67:51:A1:D5:6A,11,-100,KabelBox-CC34,1674268171,52.465292016,13.42369736,20.907,53.51,464
54:67:51:7E:34:E6,6,-94,KabelBox-2698,1674268171,52.465292016,13.42369736,20.907,53.51,2056
54:67:51:7F:8F:65,6,-96,KabelBox-F76C,1674268171,52.465292016,13.42369736,20.907,53.51,2392
54:67:51:4B:54:2C,6,-94,KabelBox-E730,1674268171,52.465292016,13.42369736,20.907,53.51,2116
54:67:51:E8:7A:93,6,-98,KabelBox-F080,1674268171,52.465292016,13.42369736,20.907,53.51,2632
B8:D9:4D:7C:BB:2D,6,-100,KabelBox-BB28,1674268171,52.465292016,13.42369736,20.907,53.51,2908
54:67:51:4E:09:A1,6,-100,KabelBox-501C,1674268171,52.465292016,13.42369736,20.907,53.51,2724
58:90:43:69:22:15,1,-94,KabelBox-2210,1674268176,52.465292016,13.42369736,20.907,53.51,4468
D8:7D:7F:21:F2:A5,1,-98,KabelBox-F2A0,1674268176,52.465292016,13.42369736,20.907,53.51,3480
54:67:51:BA:CB:CE,1,-94,KabelBox-CCF0,1674268176,52.465292016,13.42369736,20.907,53.51,3764
54:67:51:A0:C3:4E,6,-86,KabelBox-C1A8,1674268176,52.465292016,13.42369736,20.907,53.51,2040
D8:7D:7F:21:5D:75,6,-96,KabelBox-5D70,1674268176,52.465292016,13.42369736,20.907,53.51,2556
54:67:51:B8:B2:F0,11,-84,2Girls1Router,1674268176,52.465292016,13.42369736,20.907,53.51,300
54:67:51:A1:D5:6A,11,-88,KabelBox-CC34,1674268176,52.465292016,13.42369736,20.907,53.51,372
54:67:51:7E:34:E6,6,-94,KabelBox-2698,1674268176,52.465292016,13.42369736,20.907,53.51,1968
54:67:51:7F:8F:65,6,-96,KabelBox-F76C,1674268176,52.465292016,13.42369736,20.907,53.51,1992
54:67:51:4B:54:2C,6,-94,KabelBox-E730,1674268176,52.465292016,13.42369736,20.907,53.51,2028
DC:53:7C:F4:96:45,1,-102,KabelBox-0665,1674268176,52.465292016,13.42369736,20.907,53.51,4132
54:67:51:E8:7A:93,6,-98,KabelBox-F080,1674268176,52.465292016,13.42369736,20.907,53.51,2748
54:67:51:4E:09:A1,6,-100,KabelBox-501C,1674268176,52.465292016,13.42369736,20.907,53.51,4468
58:90:43:69:22:15,1,-92,KabelBox-2210,1674268181,52.465292016,13.42369736,20.907,53.51,3876
D8:7D:7F:21:F2:A5,1,-96,KabelBox-F2A0,1674268181,52.465292016,13.42369736,20.907,53.51,3668
54:67:51:BA:CB:CE,1,-94,KabelBox-CCF0,1674268181,52.465292016,13.42369736,20.907,53.51,3540
54:67:51:A0:C3:4E,6,-84,KabelBox-C1A8,1674268181,52.465292016,13.42369736,20.907,53.51,2020
D8:7D:7F:21:5D:75,6,-98,KabelBox-5D70,1674268181,52.465292016,13.42369736,20.907,53.51,2028
54:67:51:B8:B2:F0,11,-84,2Girls1Router,1674268181,52.465292016,13.42369736,20.907,53.51,284
54:67:51:A1:D5:6A,11,-88,KabelBox-CC34,1674268181,52.465292016,13.42369736,20.907,53.51,352
54:67:51:7E:34:E6,6,-92,KabelBox-2698,1674268181,52.465292016,13.42369736,20.907,53.51,1948
54:67:51:7F:8F:65,6,-94,KabelBox-F76C,1674268181,52.465292016,13.42369736,20.907,53.51,2384
54:67:51:4B:54:2C,6,-94,KabelBox-E730,1674268181,52.465292016,13.42369736,20.907,53.51,2212
DC:53:7C:F4:96:45,1,-102,KabelBox-0665,1674268181,52.465292016,13.42369736,20.907,53.51,4216
54:67:51:E8:7A:93,6,-98,KabelBox-F080,1674268181,52.465292016,13.42369736,20.907,53.51,2628
B8:D9:4D:7C:BB:2D,6,-98,KabelBox-BB28,1674268181,52.465292016,13.42369736,20.907,53.51,2592
54:67:51:4E:09:A1,6,-100,KabelBox-501C,1674268181,52.465292016,13.42369736,20.907,53.51,2624
58:90:43:69:22:15,1,-92,KabelBox-2210,1674268185,52.465292016,13.42369736,20.907,53.51,3464
D8:7D:7F:21:F2:A5,1,-96,KabelBox-F2A0,1674268185,52.465292016,13.42369736,20.907,53.51,3880
54:67:51:BA:CB:CE,1,-94,KabelBox-CCF0,1674268185,52.465292016,13.42369736,20.907,53.51,3952
54:67:51:A0:C3:4E,6,-84,KabelBox-C1A8,1674268185,52.465292016,13.42369736,20.907,53.51,2020
D8:7D:7F:21:5D:75,6,-94,KabelBox-5D70,1674268185,52.465292016,13.42369736,20.907,53.51,2028
54:67:51:B8:B2:F0,11,-84,2Girls1Router,1674268185,52.465292016,13.42369736,20.907,53.51,284
54:67:51:A1:D5:6A,11,-96,KabelBox-CC34,1674268185,52.465292016,13.42369736,20.907,53.51,356
54:67:51:7E:34:E6,6,-94,KabelBox-2698,1674268185,52.465292016,13.42369736,20.907,53.51,1948
54:67:51:7F:8F:65,6,-94,KabelBox-F76C,1674268185,52.465292016,13.42369736,20.907,53.51,2592
54:67:51:4B:54:2C,6,-98,KabelBox-E730,1674268185,52.465292016,13.42369736,20.907,53.51,2012
DC:53:7C:F4:96:45,1,-102,KabelBox-0665,1674268185,52.465292016,13.42369736,20.907,53.51,4320
54:67:51:E8:7A:93,6,-98,KabelBox-F080,1674268185,52.465292016,13.42369736,20.907,53.51,2832
B8:D9:4D:7C:BB:2D,6,-98,KabelBox-BB28,1674268185,52.465292016,13.42369736,20.907,53.51,2592
58:90:43:69:22:15,1,-92,KabelBox-2210,1674268190,52.465292016,13.42369736,20.907,53.51,3980
D8:7D:7F:21:F2:A5,1,-96,KabelBox-F2A0,1674268190,52.465292016,13.42369736,20.907,53.51,4164
54:67:51:BA:CB:CE,1,-94,KabelBox-CCF0,1674268190,52.465292016,13.42369736,20.907,53.51,3628
54:67:51:A0:C3:4E,6,-84,KabelBox-C1A8,1674268190,52.465292016,13.42369736,20.907,53.51,2108
D8:7D:7F:21:5D:75,6,-94,KabelBox-5D70,1674268190,52.465292016,13.42369736,20.907,53.51,2216
54:67:51:B8:B2:F0,11,-84,2Girls1Router,1674268190,52.465292016,13.42369736,20.907,53.51,368
54:67:51:A1:D5:6A,11,-96,KabelBox-CC34,1674268190,52.465292016,13.42369736,20.907,53.51,440
54:67:51:7E:34:E6,6,-94,KabelBox-2698,1674268190,52.465292016,13.42369736,20.907,53.51,2036
54:67:51:7F:8F:65,6,-94,KabelBox-F76C,1674268190,52.465292016,13.42369736,20.907,53.51,2060
54:67:51:4B:54:2C,6,-94,KabelBox-E730,1674268190,52.465292016,13.42369736,20.907,53.51,2200
54:67:51:E8:7A:93,6,-98,KabelBox-F080,1674268190,52.465292016,13.42369736,20.907,53.51,2712
B8:D9:4D:7C:BB:2D,6,-98,KabelBox-BB28,1674268190,52.465292016,13.42369736,20.907,53.51,2680
